"","GEOID","full_geoid","white_totalE","white_less10kE","white_10kto14kE","white_15kto19kE","white_20kto24kE","white_25kto29kE","white_30kto34kE","white_35kto39kE","white_40kto44kE","white_45kto49kE","white_50kto59kE","white_60kto74kE","white_75kto99kE","white_100kto124kE","white_125kto149kE","white_150kto199kE","white_200ktomoreE","black_totalE","black_less10kE","black_10kto14kE","black_15kto19kE","black_20kto24kE","black_25kto29kE","black_30kto34kE","black_35kto39kE","black_40kto44kE","black_45kto49kE","black_50kto59kE","black_60kto74kE","black_75kto99kE","black_100kto124kE","black_125kto149kE","black_150kto199kE","black_200ktomoreE","aian_totalE","aian_less10kE","aian_10kto14kE","aian_15kto19kE","aian_20kto24kE","aian_25kto29kE","aian_30kto34kE","aian_35kto39kE","aian_40kto44kE","aian_45kto49kE","aian_50kto59kE","aian_60kto74kE","aian_75kto99kE","aian_100kto124kE","aian_125kto149kE","aian_150kto199kE","aian_200ktomoreE","asian_totalE","asian_less10kE","asian_10kto14kE","asian_15kto19kE","asian_20kto24kE","asian_25kto29kE","asian_30kto34kE","asian_35kto39kE","asian_40kto44kE","asian_45kto49kE","asian_50kto59kE","asian_60kto74kE","asian_75kto99kE","asian_100kto124kE","asian_125kto149kE","asian_150kto199kE","asian_200ktomoreE","nhpi_totalE","nhpi_less10kE","nhpi_10kto14kE","nhpi_15kto19kE","nhpi_20kto24kE","nhpi_25kto29kE","nhpi_30kto34kE","nhpi_35kto39kE","nhpi_40kto44kE","nhpi_45kto49kE","nhpi_50kto59kE","nhpi_60kto74kE","nhpi_75kto99kE","nhpi_100kto124kE","nhpi_125kto149kE","nhpi_150kto199kE","nhpi_200ktomoreE","other_totalE","other_less10kE","other_10kto14kE","other_15kto19kE","other_20kto24kE","other_25kto29kE","other_30kto34kE","other_35kto39kE","other_40kto44kE","other_45kto49kE","other_50kto59kE","other_60kto74kE","other_75kto99kE","other_100kto124kE","other_125kto149kE","other_150kto199kE","other_200ktomoreE","mixed_totalE","mixed_less10kE","mixed_10kto14kE","mixed_15kto19kE","mixed_20kto24kE","mixed_25kto29kE","mixed_30kto34kE","mixed_35kto39kE","mixed_40kto44kE","mixed_45kto49kE","mixed_50kto59kE","mixed_60kto74kE","mixed_75kto99kE","mixed_100kto124kE","mixed_125kto149kE","mixed_150kto199kE","mixed_200ktomoreE","w_nothisp_totalE","w_nothisp_less10kE","w_nothisp_10kto14kE","w_nothisp_15kto19kE","w_nothisp_20kto24kE","w_nothisp_25kto29kE","w_nothisp_30kto34kE","w_nothisp_35kto39kE","w_nothisp_40kto44kE","w_nothisp_45kto49kE","w_nothisp_50kto59kE","w_nothisp_60kto74kE","w_nothisp_75kto99kE","w_nothisp_100kto124kE","w_nothisp_125kto149kE","w_nothisp_150kto199kE","w_nothisp_200ktomoreE","hisp_totalE","hisp_less10kE","hisp_10kto14kE","hisp_15kto19kE","hisp_20kto24kE","hisp_25kto29kE","hisp_30kto34kE","hisp_35kto39kE","hisp_40kto44kE","hisp_45kto49kE","hisp_50kto59kE","hisp_60kto74kE","hisp_75kto99kE","hisp_100kto124kE","hisp_125kto149kE","hisp_150kto199kE","hisp_200ktomoreE","BLACK_less25","BLACK_25_to_34","BLACK_35_to_49","BLACK_50_to_74","BLACK_75_to_99","BLACK_100_to_149","BLACK_150_to_199","BLACK_200_more","BLACK_TOTAL","HISP_less25","HISP_25_to_34","HISP_35_to_49","HISP_50_to_74","HISP_75_to_99","HISP_100_to_149","HISP_150_to_199","HISP_200_more","HISP_TOTAL","UNDERREP_less25","UNDERREP_25_to_34","UNDERREP_35_to_49","UNDERREP_50_to_74","UNDERREP_75_to_99","UNDERREP_100_to_149","UNDERREP_150_to_199","UNDERREP_200_more","UNDERREP_TOTAL"
"21","55063","La Crosse County, Wisconsin",45064,2027,1826,1910,1955,2196,2169,2215,2041,1995,3769,5146,5924,4255,2745,2262,2629,560,68,64,68,0,0,75,41,0,23,31,13,130,27,0,0,20,133,8,0,0,37,0,0,0,0,0,64,8,0,14,2,0,0,1570,288,0,0,197,0,35,100,88,32,159,222,196,44,80,103,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,36,0,0,0,5,20,51,14,56,5,16,1,10,0,0,9,555,55,20,34,30,0,7,13,40,21,49,148,76,11,38,13,0,44664,2009,1826,1893,1955,2196,2080,2205,2020,1918,3742,5132,5909,4223,2703,2224,2629,676,81,20,17,8,5,109,67,35,133,32,14,24,42,42,38,9,200,75,64,44,130,27,0,20,560,126,114,235,46,24,84,38,9,676,326,189,299,90,260,111,38,29,1236
"22","55065","Lafayette County, Wisconsin",6634,348,333,292,309,308,274,266,283,296,551,879,1062,590,367,308,168,26,0,0,0,0,0,11,0,3,0,8,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,21,0,0,0,0,0,0,0,7,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,6,5,0,0,6,0,4,3,0,1,0,51,5,1,0,13,1,0,0,0,0,4,9,12,5,0,1,0,6549,348,333,283,309,299,260,257,283,295,545,866,1040,590,365,308,168,138,0,0,9,10,9,20,14,0,1,16,15,38,3,2,1,0,0,11,3,8,0,4,0,0,26,19,29,15,31,38,5,1,0,138,19,40,18,39,0,9,1,0,164
"23","55069","Lincoln County, Wisconsin",12434,517,708,580,554,583,598,581,580,541,1060,1432,1965,1259,758,422,296,23,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,31,0,0,0,20,0,0,0,0,0,7,1,0,0,3,0,0,32,1,0,10,12,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,128,0,0,13,1,0,0,10,14,1,2,13,16,28,11,19,0,12328,517,708,566,540,583,585,581,580,541,1047,1402,1963,1244,753,422,296,134,0,0,14,14,0,13,0,2,0,13,44,2,17,5,10,0,0,0,2,21,0,0,0,0,23,28,13,2,57,2,22,10,0,134,28,13,4,78,0,22,10,0,157
"24","55071","Manitowoc County, Wisconsin",32976,1091,1421,1485,1823,1558,1466,1600,1853,1504,2833,3917,4981,3354,1672,1339,1079,206,27,26,44,0,21,7,37,0,0,19,25,0,0,0,0,0,131,27,3,5,0,38,1,0,0,4,4,27,7,9,0,0,6,618,9,102,9,0,85,10,40,14,61,32,75,73,47,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,0,10,0,8,0,7,0,0,1,34,0,0,0,0,437,36,3,4,17,18,51,15,49,37,16,66,34,66,20,5,0,32337,1065,1373,1483,1754,1532,1456,1512,1753,1439,2791,3859,4912,3325,1672,1333,1078,931,85,48,51,79,36,18,94,150,99,45,85,98,36,0,6,1,97,28,37,44,0,0,0,0,206,263,54,343,130,98,36,6,1,931,360,82,380,174,0,36,6,1,1137
"25","55075","Marinette County, Wisconsin",18288,941,971,1375,936,965,740,834,1086,765,1821,2311,2351,1551,645,583,413,79,40,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0,63,9,21,0,0,2,5,0,0,0,16,6,2,0,2,0,0,49,0,7,0,0,1,0,0,0,0,0,1,18,6,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,57,0,23,3,0,0,5,0,0,0,0,0,0,302,0,6,1,9,49,20,20,12,0,5,16,14,118,15,0,17,18173,941,967,1375,907,945,728,832,1086,765,1821,2308,2344,1543,630,583,398,219,0,6,0,86,20,34,5,0,0,7,3,20,8,15,0,15,40,6,0,0,33,0,0,0,79,92,54,5,10,20,23,0,15,219,132,60,5,10,66,23,0,15,298
"26","55077","Marquette County, Wisconsin",6594,288,266,316,368,362,421,367,380,284,565,787,953,594,312,241,90,14,0,0,0,0,3,4,0,0,1,0,6,0,0,0,0,0,44,6,9,0,3,0,0,3,0,0,9,9,5,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4,8,0,0,0,12,0,0,4,0,0,0,0,62,0,3,19,0,3,3,7,0,8,4,7,5,3,0,0,0,6492,288,263,310,368,340,421,364,362,275,552,787,935,592,304,241,90,137,0,3,6,4,30,0,3,18,21,22,0,20,2,8,0,0,0,7,1,6,0,0,0,0,14,13,30,42,22,20,10,0,0,137,13,37,43,28,0,10,0,0,151
"27","55079","Milwaukee County, Wisconsin",242929,12048,9983,10143,10269,10981,10773,10059,10901,9825,19697,25985,34863,23970,15399,15084,12949,95438,13739,10730,7671,7045,6211,5687,5480,5009,4415,5822,8559,7003,4227,1735,1235,870,2075,211,104,182,162,44,164,82,126,46,159,325,245,65,34,87,39,12388,1007,483,557,770,275,629,361,578,366,1134,1576,1366,1055,755,895,581,52,0,0,15,0,0,0,0,2,0,0,0,16,10,0,9,0,18920,1624,911,1018,1661,1047,1099,1263,1083,1045,1773,2262,1728,989,762,250,405,11901,865,691,695,876,711,761,517,540,663,948,1155,1256,907,422,438,456,223822,10789,8886,9064,9012,9608,9433,8719,9973,8993,18252,24078,32549,22576,14821,14514,12555,42564,3119,2425,2307,3054,2708,2749,2843,2346,2294,3635,4643,4505,2743,1381,961,851,39185,11898,14904,14381,7003,5962,1235,870,95438,10905,5457,7483,8278,4505,4124,961,851,42564,50090,17355,22387,22659,14006,10086,2196,1721,138002
"28","55081","Monroe County, Wisconsin",17100,534,799,687,839,788,926,675,1043,935,1303,2143,2537,1564,976,825,526,212,8,7,10,27,8,0,0,8,2,0,13,48,49,15,4,13,134,12,3,4,0,14,6,3,23,5,17,1,27,8,9,2,0,72,0,0,0,0,0,0,0,3,0,30,0,5,0,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,5,0,15,1,9,0,16,39,17,34,83,36,37,5,14,29,167,1,13,1,1,2,0,14,8,17,6,23,35,3,21,18,4,16933,534,779,678,832,776,900,665,1043,911,1296,2122,2527,1551,976,824,519,517,6,20,13,8,21,26,26,39,41,31,104,51,50,30,15,36,52,8,10,13,48,64,4,13,212,47,47,106,135,51,80,15,36,517,99,55,116,148,96,144,19,49,729
"29","55083","Oconto County, Wisconsin",15762,595,544,690,700,801,649,660,713,653,1252,1879,2628,1865,979,680,474,52,0,0,0,13,24,0,0,0,0,0,7,0,8,0,0,0,178,35,3,0,21,2,0,1,3,16,16,60,11,10,0,0,0,15,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,271,3,26,17,0,21,31,0,3,2,14,79,64,3,8,0,0,15650,592,542,666,700,797,649,657,713,653,1241,1831,2625,1855,979,676,474,175,3,11,24,0,27,0,3,0,16,14,48,15,10,0,4,0,13,24,0,7,0,8,0,0,52,38,27,19,62,15,10,4,0,175,51,51,19,69,0,18,4,0,227
"30","55087","Outagamie County, Wisconsin",69384,1677,2216,2551,2924,2990,3032,2656,3118,2788,5679,7940,10751,7788,4828,5119,3327,662,78,0,53,4,37,88,11,17,0,19,191,72,67,13,12,0,914,113,25,8,68,47,41,48,34,0,165,134,127,37,42,10,15,1746,36,59,34,114,19,31,40,96,112,90,183,363,68,169,133,199,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,873,7,86,72,68,63,33,66,27,148,27,101,32,109,13,0,21,1009,116,49,6,0,65,82,33,23,44,119,149,128,103,26,34,32,68340,1652,2169,2501,2862,2967,2971,2601,3030,2785,5561,7838,10508,7737,4801,5079,3278,2175,32,151,139,130,113,154,138,120,153,150,261,313,169,51,40,61,135,125,28,210,72,80,12,0,662,452,267,411,411,313,220,40,61,2175,587,392,439,621,144,300,52,61,2837
"31","55089","Ozaukee County, Wisconsin",34497,988,775,893,955,1137,1591,1128,1361,1215,2125,3037,4891,3546,2789,3545,4521,449,74,21,17,40,7,49,29,23,0,12,18,12,8,7,30,102,106,0,12,0,0,7,0,4,0,0,0,39,18,6,0,20,0,501,0,24,0,0,0,10,5,10,0,0,73,36,62,25,137,119,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,9,0,10,0,0,11,0,0,56,0,17,0,20,484,5,0,23,3,31,5,23,10,38,55,97,80,12,18,27,57,34098,988,763,893,955,1114,1578,1108,1328,1215,2117,3027,4847,3512,2771,3421,4461,579,0,12,16,9,23,23,20,33,11,8,27,101,34,35,147,80,152,56,52,30,12,15,30,102,449,37,46,64,35,101,69,147,80,579,189,102,116,65,24,84,177,182,1028
"32","55093","Pierce County, Wisconsin",15465,454,375,463,477,549,527,876,539,546,1234,1744,2356,1887,1322,1236,880,75,17,12,0,0,0,4,19,0,0,0,1,5,16,0,0,1,20,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,7,28,0,0,0,0,0,0,5,0,0,0,12,0,10,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,2,0,0,2,47,0,2,8,1,0,0,0,204,34,0,0,18,2,3,0,21,0,7,11,46,16,9,18,19,15338,452,372,463,477,549,518,857,539,543,1206,1741,2334,1886,1318,1203,880,200,4,8,0,0,2,9,19,0,50,28,8,30,5,4,33,0,29,4,19,1,5,16,0,1,75,12,11,69,36,30,9,33,0,200,41,15,88,37,10,25,33,1,275
"33","55095","Polk County, Wisconsin",18247,675,899,839,872,709,873,711,958,735,1574,2090,2724,1679,1135,1247,527,27,0,0,0,0,0,0,0,0,0,0,7,4,5,8,3,0,115,11,16,10,29,8,3,7,3,5,1,6,8,2,2,4,0,32,0,0,0,0,0,7,0,0,0,5,0,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,13,0,0,0,4,0,0,0,0,13,12,0,0,1,177,21,10,5,4,0,2,6,17,4,5,24,47,19,3,1,9,18098,660,899,839,866,706,864,701,958,727,1570,2077,2684,1648,1135,1240,524,195,29,0,1,6,3,9,14,0,8,4,13,50,47,0,8,3,0,0,0,7,4,13,3,0,27,36,12,22,17,50,47,8,3,195,36,12,22,24,8,60,11,3,222
"34","55099","Price County, Wisconsin",6385,384,320,400,412,348,282,329,398,356,659,748,779,507,171,192,100,30,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,75,0,0,0,3,0,3,10,18,0,35,3,3,0,0,0,0,39,0,0,0,10,0,4,15,0,0,2,0,8,0,0,0,0,67,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,32,0,0,0,0,0,0,14,0,0,10,1,7,0,0,0,0,48,10,1,0,0,2,0,0,9,0,1,0,8,1,6,6,4,6330,345,319,400,410,347,282,329,396,356,659,743,778,505,169,192,100,92,39,2,0,2,1,0,14,2,0,10,6,8,2,2,0,4,24,0,6,0,0,0,0,0,30,43,1,16,16,8,4,0,4,92,67,1,22,16,0,4,0,4,122
"35","55101","Racine County, Wisconsin",64667,2183,2091,2466,2526,2704,2947,2317,2467,2932,5598,6877,9167,7048,5036,5015,3293,8443,1818,741,670,858,499,408,393,477,305,396,612,776,263,121,67,39,472,0,0,18,0,10,38,21,24,37,34,42,128,0,8,76,36,835,221,30,0,10,1,61,18,21,0,11,40,41,17,90,99,175,16,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,1538,14,93,12,153,66,119,125,72,95,139,148,161,92,110,45,94,1677,122,172,30,48,144,226,126,171,0,69,141,202,70,53,60,43,59677,1929,2006,2250,2241,2320,2687,1977,2198,2703,5044,6148,8602,6611,4945,4810,3206,7487,372,323,228,444,513,583,519,435,369,733,939,836,582,222,293,96,4087,907,1175,1008,776,384,67,39,8443,1367,1096,1323,1672,836,804,293,96,7487,5454,2003,2498,2680,1552,1188,360,135,15930
"36","55105","Rock County, Wisconsin",58808,2279,2879,2967,2703,2770,2881,2186,2412,3102,4649,6898,8807,5673,3448,3415,1739,2955,248,349,205,133,227,107,137,188,209,259,276,271,132,101,99,14,207,0,14,0,0,0,32,0,29,9,28,72,17,0,0,0,6,507,92,17,30,6,0,0,1,23,0,33,105,90,40,38,6,26,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1842,69,51,121,198,57,71,105,77,231,77,184,267,227,66,38,3,911,160,119,72,2,23,15,33,109,19,9,130,149,27,0,30,14,57576,2183,2801,2820,2600,2721,2706,2129,2379,3049,4550,6811,8668,5591,3444,3390,1734,3176,249,194,307,210,106,246,122,117,284,176,302,406,310,70,63,14,935,334,534,535,271,233,99,14,2955,960,352,523,478,406,380,63,14,3176,1895,686,1057,1013,542,613,162,28,6131
"37","55107","Rusk County, Wisconsin",6183,249,343,355,379,438,384,299,355,341,665,775,676,368,314,146,96,39,13,14,0,5,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,16,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,17,6,0,0,0,0,0,3,0,0,0,133,12,9,1,2,0,4,3,7,10,9,26,13,20,4,13,0,6109,249,343,355,379,422,384,296,355,341,614,775,676,366,312,146,96,100,2,14,0,0,16,0,10,0,0,51,0,0,5,2,0,0,32,2,0,5,0,0,0,0,39,16,16,10,51,0,7,0,0,100,48,18,10,56,0,7,0,0,139
"38","55111","Sauk County, Wisconsin",25557,1059,903,1387,964,1303,1275,1088,1103,973,2154,3218,3664,2794,1524,1252,896,126,0,4,33,2,0,0,0,0,16,2,0,67,1,0,0,1,292,4,40,0,38,3,37,11,13,14,12,16,52,45,4,0,3,110,2,0,5,10,0,0,0,17,0,9,7,8,0,5,0,47,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,7,121,3,0,6,88,0,48,2,5,7,368,11,0,0,116,15,0,0,9,21,21,36,66,34,23,16,0,25169,1029,903,1344,964,1300,1273,1059,1094,963,2122,3176,3627,2733,1448,1248,886,783,41,0,50,2,3,9,150,9,13,38,161,96,109,78,7,17,39,0,16,2,67,1,0,1,126,93,12,172,199,96,187,7,17,783,132,12,188,201,134,188,7,18,909
"39","55113","Sawyer County, Wisconsin",6290,283,305,304,317,350,370,223,359,275,424,887,859,475,381,200,278,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,1298,204,101,141,127,82,89,47,39,45,51,127,172,29,27,13,4,64,0,1,0,0,0,0,3,0,0,0,0,40,0,11,8,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,214,21,39,42,2,5,10,13,14,1,12,20,11,13,2,5,4,6266,279,298,299,317,350,369,223,359,275,417,887,859,475,381,200,278,162,9,7,34,5,0,9,0,0,0,7,0,91,0,0,0,0,0,4,0,0,0,0,13,0,17,55,9,0,7,91,0,0,0,162,55,13,0,7,0,0,13,0,179
"40","55115","Shawano County, Wisconsin",15470,501,760,792,814,808,737,663,701,718,1431,1805,2518,1491,767,531,433,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1123,84,70,92,25,75,68,57,47,49,56,133,130,154,24,17,42,26,0,0,11,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,21,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,449,8,27,18,96,14,48,44,25,22,42,54,36,2,10,1,2,15266,491,732,778,804,773,728,656,699,718,1401,1765,2507,1491,767,523,433,290,13,35,15,10,37,9,33,2,15,60,40,12,0,1,8,0,0,0,0,28,0,0,0,0,28,73,46,50,100,12,1,8,0,290,73,46,50,128,0,1,8,0,318
"41","55117","Sheboygan County, Wisconsin",44337,1373,1498,1554,2124,1965,2364,2101,2133,2153,3909,5224,6515,4604,2931,2197,1692,585,13,17,55,71,99,71,48,46,0,32,78,47,0,0,0,8,119,0,7,5,0,0,6,0,9,0,0,0,13,0,39,39,1,1551,20,109,66,0,46,130,108,32,32,238,168,291,223,44,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,6,8,27,0,0,57,31,27,0,89,43,62,39,26,0,9,738,9,154,3,10,1,45,107,32,28,72,137,67,40,6,12,15,43095,1366,1455,1528,2071,1850,2205,1988,2068,2118,3724,5155,6367,4458,2875,2183,1684,1984,13,141,58,53,127,249,190,96,35,334,145,242,187,82,14,18,156,170,94,110,47,0,0,8,585,265,376,321,479,242,269,14,18,1984,421,546,415,589,94,269,14,26,2569
"42","55119","Taylor County, Wisconsin",8436,512,450,437,326,483,398,405,511,426,762,853,1247,599,460,316,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,2,2,1,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,140,3,45,4,4,1,0,19,10,24,3,3,21,3,0,0,0,8350,512,447,433,317,483,395,405,497,418,756,840,1234,599,450,313,251,140,0,3,4,9,1,3,16,21,33,8,16,13,0,10,3,0,0,0,0,0,0,0,0,0,0,16,4,70,24,13,10,3,0,140,16,4,70,24,0,10,3,0,140
"43","55121","Trempealeau County, Wisconsin",11710,382,518,446,506,546,719,488,565,434,1227,1448,1877,1021,630,550,353,38,7,0,4,0,23,0,0,0,0,2,0,2,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,9,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0,6,21,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,6,0,20,45,32,60,7,25,41,24,42,9,4,0,0,35,0,0,2,0,0,0,1,0,0,4,8,10,6,0,4,0,11553,373,512,446,503,542,675,484,564,430,1205,1435,1864,1005,618,547,350,483,11,12,0,18,59,76,65,8,29,63,37,56,27,16,3,3,11,23,0,2,2,0,0,0,38,41,135,102,100,56,43,3,3,483,52,158,102,102,4,43,3,3,521
"44","55123","Vernon County, Wisconsin",11834,690,743,772,550,582,549,538,640,397,1024,1283,1581,1090,689,379,327,21,1,10,0,6,0,0,0,0,0,0,0,4,0,0,0,0,18,6,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,18,0,0,5,0,0,2,0,4,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,0,12,9,0,20,0,0,0,7,0,11,5,0,0,189,15,15,4,4,3,0,0,0,50,12,4,46,14,14,6,2,11780,688,743,772,550,582,549,538,640,393,1024,1282,1547,1090,677,379,326,121,7,0,4,9,11,0,20,0,4,0,11,34,3,17,0,1,17,0,0,0,4,0,0,0,21,20,11,24,11,34,20,0,1,121,37,11,24,11,8,20,0,1,142
"45","55125","Vilas County, Wisconsin",9646,368,392,393,558,634,643,488,513,522,781,1077,1367,655,377,395,483,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1046,175,109,75,152,45,34,14,165,25,50,86,59,24,29,4,0,34,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,4,0,14,13,40,15,1,23,0,1,18,29,20,1,0,0,9589,368,392,389,546,634,635,488,513,512,781,1074,1358,648,377,393,481,78,0,0,4,20,0,8,0,0,10,5,3,13,10,1,2,2,0,0,0,0,0,7,0,0,7,24,8,10,8,13,11,2,2,78,24,8,10,8,0,18,2,2,85
